Domain Name,Domain Type,Agency,City,State,Is Live,SPF,DMARC
ORNL.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,TRUE,TRUE,TRUE
OSTI.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,TRUE,TRUE,TRUE
PNL.GOV,Federal Agency,Department of Energy,Richland,WA,TRUE,TRUE,FALSE
PNNL.GOV,Federal Agency,Department of Energy,Richland,WA,TRUE,TRUE,TRUE
PPPL.GOV,Federal Agency,Department of Energy,Princeton,NJ,FALSE,TRUE,TRUE
PPPO.GOV,Federal Agency,Department of Energy,Lexington,KY,FALSE,TRUE,TRUE
RL.GOV,Federal Agency,Department of Energy,Richland,WA,FALSE,FALSE,FALSE
SALMONRECOVERY.GOV,Federal Agency,Department of Energy,Portland,OR,TRUE,TRUE,FALSE
SANDIA.GOV,Federal Agency,Department of Energy,Albuquerque,NM,TRUE,TRUE,TRUE
SCIDAC.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,TRUE,FALSE,FALSE
SCIENCE.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,TRUE,TRUE,TRUE
SMARTGRID.GOV,Federal Agency,Department of Energy,Washington,DC,TRUE,TRUE,TRUE
SNS.GOV,Federal Agency,Department of Energy,Oak Ridge,TN,TRUE,FALSE,FALSE
SOLARDECATHLON.GOV,Federal Agency,Department of Energy,Washington,DC,FALSE,TRUE,FALSE
SRS.GOV,Federal Agency,Department of Energy,Aiken,SC,FALSE,TRUE,TRUE
SWPA.GOV,Federal Agency,Department of Energy,Tulsa,OK,TRUE,TRUE,FALSE
UNNPP.GOV,Federal Agency,Department of Energy,West Mifflin,PA,FALSE,TRUE,TRUE
UNRPNET.GOV,Federal Agency,Department of Energy,Washington,DC,FALSE,TRUE,FALSE
WAPA.GOV,Federal Agency,Department of Energy,Lakewood,CO,TRUE,TRUE,TRUE
YMP.GOV,Federal Agency,Department of Energy,Las Vegas,NV,TRUE,TRUE,FALSE
ACF.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
ACL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
AFTERSCHOOL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
AGING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
AGINGSTATS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
AHCPR.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
AHRQ.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
AIDS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
ALZHEIMERS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
AOA.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
BAM.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
BETOBACCOFREE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
BIOETHICS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
BIOSECURITYBOARD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,FALSE,FALSE
BRAINHEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
CANCER.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
CANCERNET.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
CDC.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,TRUE,TRUE,TRUE
CDCPARTNERS.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
CEREBROSANO.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
CHILDWELFARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
CLINICALTRIAL.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,TRUE,TRUE
CLINICALTRIALS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
CMS.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,TRUE,TRUE
COLLEGEDRINKINGPREVENTION.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
CUIDADODESALUD.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
DHHS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
DIABETESCOMMITTEE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
DOCLINE.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
DONACIONDEORGANOS.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
DRUGABUSE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,TRUE,TRUE
DRUGFREEWORKPLACE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,FALSE,TRUE,TRUE
EDISON.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
ELDERCARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
ENDINGTHEDOCUMENTGAME.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
ERRP.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,FALSE,FALSE,FALSE
FATHERHOOD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
FDA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,FALSE,TRUE,TRUE
FITNESS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
FLU.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
FOODSAFETY.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
FRESHEMPIRE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
FRUITSANDVEGGIESMATTER.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
GENBANK.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,TRUE,TRUE
GENOME.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
GIRLSHEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
GLOBALHEALTH.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
GRANTS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
GRANTSOLUTIONS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
GUIDELINE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
GUIDELINES.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
HC.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
HCQUALITYCOMMISSION.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
HEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEALTHCARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,TRUE,TRUE
HEALTHDATA.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEALTHFINDER.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEALTHINDICATORS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
HEALTHIT.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEALTHREFORM.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEALTHYPEOPLE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HEARTTRUTH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
HHS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HHSOIG.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HHSOPS.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,FALSE,TRUE,TRUE
HIV.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
HRSA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
IDEALAB.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
IEDISON.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
IHS.GOV,Federal Agency,Department of Health And Human Services,Albuquerque,NM,TRUE,TRUE,TRUE
INSUREKIDSNOW.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
LOCATORPLUS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
LONGTERMCARE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
MEDICAID.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
MEDICALCOUNTERMEASURES.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
MEDICALRESERVECORPS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,FALSE,FALSE
MEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,TRUE,TRUE
MEDLINE.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,FALSE,FALSE
MEDLINEPLUS.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
MENTALHEALTH.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
MESH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
MIMEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
MYMEDICARE.GOV,Federal Agency,Department of Health And Human Services,Baltimore,MD,TRUE,FALSE,TRUE
NATIONALCHILDRENSSTUDY.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,TRUE,TRUE
NCIFCRF.GOV,Federal Agency,Department of Health And Human Services,Frederick,MD,TRUE,TRUE,TRUE
NGC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
NIH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
NIHSENIORHEALTH.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
NIOSH.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
NLM.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
NNLM.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
ORGANDONOR.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
PANDEMICFLU.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
PHE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
PSC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
PUBMED.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,TRUE,TRUE,TRUE
PUBMEDCENTRAL.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,TRUE,TRUE
QUIC.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
RECOVERYMONTH.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
SAFEYOUTH.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
SAMHSA.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
SELECTAGENTS.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
SMOKEFREE.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
STOPALCOHOLABUSE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
STOPBULLYING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
STOPMEDICAREFRAUD.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,FALSE,TRUE
SURGEONGENERAL.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
THECOOLSPOT.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
THEREALCOST.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
THISFREELIFE.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
TISSUEENGINEERING.GOV,Federal Agency,Department of Health And Human Services,Bethesda,MD,FALSE,TRUE,TRUE
TOBACCO.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
USABILITY.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
USBM.GOV,Federal Agency,Department of Health And Human Services,Atlanta,GA,FALSE,TRUE,TRUE
USPHS.GOV,Federal Agency,Department of Health And Human Services,Rockville,MD,TRUE,TRUE,TRUE
VACCINES.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
WHAGING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,FALSE,TRUE,TRUE
WHITEHOUSECONFERENCEONAGING.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
WOMENSHEALTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
YOUTH.GOV,Federal Agency,Department of Health And Human Services,Washington,DC,TRUE,TRUE,TRUE
BIOMETRICS.GOV,Federal Agency,Department of Homeland Security,Arlington,VA,TRUE,FALSE,FALSE
CBP.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,TRUE
CITIZENCORPS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
CPNIREPORTING.GOV,Federal Agency,Department of Homeland Security,Washington,DC,FALSE,FALSE,FALSE
DHS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,TRUE,TRUE
DISASTERASSISTANCE.GOV,Federal Agency,Department of Homeland Security,Bluemont,VA,TRUE,FALSE,FALSE
E-VERIFY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
EVERIFY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
EVUS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,FALSE,FALSE,FALSE
FEMA.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,TRUE,TRUE
FIRSTRESPONDER.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,TRUE,FALSE
FIRSTRESPONDERTRAINING.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
FLETA.GOV,Federal Agency,Department of Homeland Security,Glynco,GA,TRUE,FALSE,FALSE
FLETC.GOV,Federal Agency,Department of Homeland Security,Glynco,GA,TRUE,FALSE,FALSE
FLIGHTSCHOOLCANDIDATES.GOV,Federal Agency,Department of Homeland Security,Rockville,MD,TRUE,FALSE,FALSE
FLOODSMART.GOV,Federal Agency,Department of Homeland Security,Bluemont,VA,TRUE,FALSE,FALSE
GETYOUHOME.GOV,Federal Agency,Department of Homeland Security,Washington,DC,FALSE,FALSE,FALSE
GLOBALENTRY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
HOMELANDSECURITY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
ICE.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
LISTO.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
NMSC.GOV,Federal Agency,Department of Homeland Security,St Augustine,FL,FALSE,TRUE,FALSE
READY.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
READYBUSINESS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
SAFECOMPROGRAM.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
SAFETYACT.GOV,Federal Agency,Department of Homeland Security,Washington,DC,FALSE,FALSE,FALSE
SECRETSERVICE.GOV,Federal Agency,Department of Homeland Security,Washington D.C.,DC,FALSE,TRUE,TRUE
TSA.GOV,Federal Agency,Department of Homeland Security,Arlington,VA,TRUE,FALSE,FALSE
US-CERT.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,TRUE,FALSE
USCG.GOV,Federal Agency,Department of Homeland Security,Alexandria,VA,FALSE,FALSE,FALSE
USCIS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,TRUE,FALSE,FALSE
USSS.GOV,Federal Agency,Department of Homeland Security,Washington,DC,FALSE,FALSE,FALSE
DISASTERHOUSING.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,FALSE,FALSE
FHA.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,FALSE,FALSE,FALSE
GINNIEMAE.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,TRUE,FALSE
HOMESALES.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,FALSE,FALSE
HUD.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,TRUE,FALSE
HUDOIG.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,TRUE,FALSE
HUDUSER.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,TRUE,TRUE
NATIONALHOUSING.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,FALSE,FALSE
NATIONALHOUSINGLOCATOR.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,FALSE,FALSE,FALSE
NHL.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,FALSE,FALSE
NLS.GOV,Federal Agency,Department of Housing And Urban Development,Washington,DC,TRUE,FALSE,FALSE
ADA.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,TRUE
ADR.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
AMBERALERT.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
ATF.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
ATFONLINE.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
BATS.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
BIOMETRICCOE.GOV,Federal Agency,Department of Justice,Clarksburg,WV,TRUE,FALSE,FALSE
BJA.GOV,Federal Agency,Department of Justice,Washington ,DC,TRUE,TRUE,FALSE
BJS.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
BOP.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,TRUE,FALSE
CAMPUSDRUGPREVENTION.GOV,Federal Agency,Department of Justice,Springfield,VA,TRUE,TRUE,FALSE
CJIS.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
CRIMESOLUTIONS.GOV,Federal Agency,Department of Justice,Washinton ,DC,TRUE,FALSE,FALSE
CRIMEVICTIMS.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
CYBERCRIME.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
DEA.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
DEADIVERSION.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
DEAECOM.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
DEALS.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
DOJ.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
DSAC.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
EGUARDIAN.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,FALSE,FALSE
ELDERJUSTICE.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
EPIC.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,FALSE,FALSE
FARA.GOV,Federal Agency,Department of Justice,potomac,MD,TRUE,TRUE,FALSE
FBI.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,TRUE
FBIJOBS.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
FIRSTFREEDOM.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
FOIA.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
FORFEITURE.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,FALSE
FPI.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,TRUE,FALSE
GETSMARTABOUTDRUGS.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
IC3.GOV,Federal Agency,Department of Justice,Fairmont,WV,TRUE,TRUE,FALSE
INTERPOL.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
IPRCENTER.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,FALSE,FALSE
JUSTICE.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
JUSTTHINKTWICE.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,FALSE,FALSE
JUVENILECOUNCIL.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
LEARNATF.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,TRUE,FALSE
LEARNDOJ.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
LEO.GOV,Federal Agency,Department of Justice,Potomac,MD,FALSE,TRUE,TRUE
LEP.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
MALWAREINVESTIGATOR.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,FALSE,FALSE
MEDALOFVALOR.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,FALSE,FALSE
NAMUS.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
NATIONALGANGCENTER.GOV,Federal Agency,Department of Justice,Tallahassee,FL,TRUE,TRUE,FALSE
NCIRC.GOV,Federal Agency,Department of Justice,Tallahassee,FL,TRUE,TRUE,FALSE
NCJRS.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
NICIC.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
NICSEZCHECKFBI.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
NIEM.GOV,Federal Agency,Department of Justice,Tallahassee,FL,TRUE,TRUE,FALSE
NIJ.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
NMVTIS.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
NSOPR.GOV,Federal Agency,Department of Justice,Tallahassee,FL,TRUE,FALSE,FALSE
NSOPW.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
NVTC.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,TRUE
OJJDP.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,FALSE,FALSE
OJP.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,FALSE,FALSE
OVC.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
OVCTTAC.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
PROJECTSAFECHILDHOOD.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
PROJECTSAFENEIGHBORHOODS.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,FALSE,FALSE
PSOB.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
RCFL.GOV,Federal Agency,Department of Justice,McLean,VA,FALSE,FALSE,TRUE
SCRA.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
SERVICEMEMBERS.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
SMART.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
STOPFRAUD.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
TECHTRACK.GOV,Federal Agency,Department of Justice,Arlington,VA,FALSE,FALSE,FALSE
TRIBALJUSTICEANDSAFETY.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,TRUE,FALSE
UCRDATATOOL.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
UNICOR.GOV,Federal Agency,Department of Justice,Washington,DC,FALSE,TRUE,FALSE
USDOJ.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
USERRA.GOV,Federal Agency,Department of Justice,Potpmac,MD,TRUE,TRUE,FALSE
USMARSHALS.GOV,Federal Agency,Department of Justice,Rockville,MD,TRUE,TRUE,FALSE
VCF.GOV,Federal Agency,Department of Justice,Washington,DC,TRUE,TRUE,FALSE
VEHICLEHISTORY.GOV,Federal Agency,Department of Justice,Potomac,MD,TRUE,FALSE,FALSE
BENEFITS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,TRUE
BLS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
DISABILITY.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
DOL-ESA.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
DOL.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,TRUE,FALSE
DOLETA.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
EMPLOYER.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
GOVBENEFITS.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
GOVLOANS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
HIREVETS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
JOBCORPS.GOV,Federal Agency,Department of Labor,Austin,TX,TRUE,TRUE,TRUE
LABOR.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
MSHA.GOV,Federal Agency,Department of Labor,Arlington,VA,FALSE,FALSE,FALSE
